,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0,1.454480955938312,4.940542870654506,7.116014893287677,3.80513093715693,4.10543159317751,1.8322902398770011,5.211909128091568,5.08829320513168,3.841250232657779,6.121133460930714,6575066.404087607
1,4.907182253377744,1.6536538117360045,7.339444559962155,9.065282283546242,7.169233311448959,2.3541363275063008,2.893004656797907,8.720130786606532,8.646472794431299,3.806859637460647,8419880.763031486
2,1.842803888187856,1.18387833983428,4.203205839709496,6.815846936975737,6.6558988641583925,8.295815530156384,3.556778606137377,5.794678694757135,3.260722507930579,5.463807760307136,97455.36981912811
3,2.3934567818061425,0.0941267217886965,3.2089294780368114,0.4974430694851672,4.318127242513747,4.999247423286514,9.470237635862407,3.0619900389027164,7.312995138802489,5.47523962924891,11291.998154043104
4,5.09372431197577,3.90529315657018,4.858562157756555,4.465483866609108,0.9470914347428094,9.410307484062104,8.137328812271562,9.043837956306296,9.128606945384522,0.7907951558304549,310544.7779269449
5,0.3759574701366186,3.489081312106713,7.262106297366742,6.306018217739474,5.907471738268888,0.98889373533115,8.231834764609115,8.265774094935983,8.669482979761577,1.2547425367093812,7735763.810747013
6,9.577221648536195,9.42806604262086,2.6817890062032723,1.625122425813127,5.400703422177912,0.0529077609366246,5.310164444664766,4.758203015343772,5.49327296242908,0.4612696144816808,3149.8072893441326
7,1.3381104406084854,0.5831680502046155,6.269941939316182,9.8648093956874,0.7294515060234708,3.910689977492917,1.0766018966978907,9.200548289847836,4.011549922041223,9.206115965989673,2388449.8377316683
8,8.34222248925726,5.926631891028259,5.755884817469071,5.764965819096779,7.684441431375388,1.9755416668609271,2.12460001720322,0.0452007062631787,6.406578259545204,3.2283092288927584,1204890.3575461083
9,7.554501936705911,5.720743358824799,0.348854299345418,8.45936607648682,4.209460500444756,2.389531778880732,1.4367427984770809,9.619646902806556,2.9513770318069508,5.4588262496620725,149.28015915513268
10,3.761141928455461,7.931053555491463,9.708987161218223,4.064778820257651,8.094566793859942,6.394749017748918,2.4930722213410537,5.9101542863277565,8.88353291417465,9.14148519202676,78957411.68589993
11,9.516549236849384,9.964877648245734,7.9902964628499396,6.519827710749453,5.889558201754159,1.4727936057527369,9.604306429713576,0.8374852832057811,2.8775468981879277,3.0782934461066525,16615641.425116325
